feature_class	module	feature	gene_symbol	ids	n_ids	ko_ids	ec_ids	cazy_ids	camper_ids	confidence	description	reference
LBP_glycan	LbGp3	endo-β-1,4-galactanase gene	endo-β-1,4-galactanase gene	GH147,GH53	2		EC:3.2.1.89	GH147,GH53		High	Backbone | (1→4)-β-Galp	https://doi.org/10.3390/foods11203177
LBP_glycan	LbGp3	β-L-arabinofuranosidase gene	β-L-arabinofuranosidase gene	GH127,GH137,GH142,GH146	4		EC:3.2.1.185	GH127,GH137,GH142,GH146		High	Branch | (1→3)-β-Araf	https://doi.org/10.3390/foods11203177
LBP_glycan	LbGp3	α-galactosidase / α-L-arabinofuranosidase genes	α-galactosidase / α-L-arabinofuranosidase genes	GH110,GH159,GH2,GH27,GH3,GH31,GH36,GH4,GH43,GH5,GH51,GH54,GH57,GH62,GH97	15		EC:3.2.1.22,EC:3.2.1.55	GH110,GH159,GH2,GH27,GH3,GH31,GH36,GH4,GH43,GH5,GH51,GH54,GH57,GH62,GH97		High	Branch | (1→3)-α-Galp with T-α-Araf-(1→	https://doi.org/10.3390/foods11203177
LBP_glycan	LBPA3	β-galactosidase/β-galactanase candidates, residue assignment unresolved	β-galactosidase/β-galactanase candidates, residue assignment unresolved	GH1,GH147,GH16,GH165,GH173,GH2,GH3,GH30,GH35,GH39,GH42,GH5,GH50,GH53,GH54	15		EC:3.2.1.164,EC:3.2.1.23,EC:3.2.1.89	GH1,GH147,GH16,GH165,GH173,GH2,GH3,GH30,GH35,GH39,GH42,GH5,GH50,GH53,GH54		Low	Unspecified | Heteropolysaccharide with (1→4), (1→6)-β-linkage	https://doi.org/10.3390/foods11203177
LBP_glycan	p-LBP	endo-polygalacturonase gene	endo-polygalacturonase gene	GH28	1		EC:3.2.1.15	GH28		High	Backbone | (1→4)-α-GalpA	https://doi.org/10.3390/foods11203177
LBP_glycan	p-LBP	pectate/pectin lyase gene	pectate/pectin lyase gene	PL1,PL10,PL2,PL3,PL9	5		EC:4.2.2.10,EC:4.2.2.2	PL1,PL10,PL2,PL3,PL9		High	Backbone | (1→4)-α-GalpA	https://doi.org/10.3390/foods11203177
LBP_glycan	p-LBP	RG-I hydrolase/lyase; α-L-rhamnosidase candidates	RG-I hydrolase/lyase; α-L-rhamnosidase candidates	GH106,GH28,GH78,PL11,PL4,PL9	6		EC:3.2.1.171,EC:3.2.1.174,EC:3.2.1.40,EC:4.2.2.23	GH106,GH28,GH78,PL11,PL4,PL9		Medium	Branch | (1→2)-α-Rhap on C4	https://doi.org/10.3390/foods11203177
LBP_glycan	p-LBP	β-galactosidase gene; conditional specific exo/endo galactanase if side chain is continuous	β-galactosidase gene; conditional specific exo/endo galactanase if side chain is continuous	GH1,GH147,GH16,GH165,GH173,GH2,GH3,GH35,GH39,GH42,GH43,GH5,GH50,GH54	14		EC:3.2.1.145,EC:3.2.1.23	GH1,GH147,GH16,GH165,GH173,GH2,GH3,GH35,GH39,GH42,GH43,GH5,GH50,GH54		High	Branch | (1→3)-β-Galp on C-6	https://doi.org/10.3390/foods11203177
LBP_glycan	WSP2	endo-polygalacturonase gene	endo-polygalacturonase gene	GH28	1		EC:3.2.1.15	GH28		High	Unspecified | (1→4)-GalpA	https://doi.org/10.3390/foods11203177
LBP_glycan	WSP2	pectate/pectin lyase gene	pectate/pectin lyase gene	PL1,PL10,PL2,PL3,PL9	5		EC:4.2.2.10,EC:4.2.2.2	PL1,PL10,PL2,PL3,PL9		High	Unspecified | (1→4)-GalpA	https://doi.org/10.3390/foods11203177
LBP_glycan	LBP-1	endo-α-1,5-arabinanase gene; α-L-arabinofuranosidase accessory	endo-α-1,5-arabinanase gene; α-L-arabinofuranosidase accessory	GH159,GH2,GH3,GH43,GH5,GH51,GH54,GH62	8		EC:3.2.1.55,EC:3.2.1.99	GH159,GH2,GH3,GH43,GH5,GH51,GH54,GH62		High	Backbone | α-(1→5)-L-Ara	https://doi.org/10.3390/foods11203177
LBP_glycan	LBP-1	endo-polygalacturonase and pectate/pectin lyase genes	endo-polygalacturonase and pectate/pectin lyase genes	GH28,PL1,PL10,PL2,PL3,PL9	6		EC:3.2.1.15,EC:4.2.2.10,EC:4.2.2.2	GH28,PL1,PL10,PL2,PL3,PL9		High	Backbone | α-(1→4)-D-GalA	https://doi.org/10.3390/foods11203177
LBP_glycan	LBP-1	mannosidase/mannanase candidates unresolved until anomericity and chain length are confirmed	mannosidase/mannanase candidates unresolved until anomericity and chain length are confirmed	GH1,GH113,GH134,GH164,GH2,GH26,GH31,GH38,GH5,GH92	10		EC:3.2.1.24,EC:3.2.1.25,EC:3.2.1.78	GH1,GH113,GH134,GH164,GH2,GH26,GH31,GH38,GH5,GH92		Low	Branch | →1)-Man-(3→6) and T-Man-(1→	https://doi.org/10.3390/foods11203177
LBP_glycan	LBP3a-1/2	endo-polygalacturonase gene	endo-polygalacturonase gene	GH28	1		EC:3.2.1.15	GH28		High	Unspecified | α-(1→4)-GalA	https://doi.org/10.3390/foods11203177
LBP_glycan	LBP3a-1/2	pectate/pectin lyase gene	pectate/pectin lyase gene	PL1,PL10,PL2,PL3,PL9	5		EC:4.2.2.10,EC:4.2.2.2	PL1,PL10,PL2,PL3,PL9		High	Unspecified | α-(1→4)-GalA	https://doi.org/10.3390/foods11203177
LBP_glycan	LBP3b	β-glucanase gene, linkage-specific enzyme unresolved	β-glucanase gene, linkage-specific enzyme unresolved	GH10,GH12,GH124,GH128,GH148,GH152,GH157,GH158,GH16,GH17,GH26,GH3,GH44,GH45,GH48,GH5,GH50,GH51,GH55,GH6,GH64,GH7,GH74,GH8,GH81,GH9	26		EC:3.2.1.39,EC:3.2.1.4,EC:3.2.1.6	GH10,GH12,GH124,GH128,GH148,GH152,GH157,GH158,GH16,GH17,GH26,GH3,GH44,GH45,GH48,GH5,GH50,GH51,GH55,GH6,GH64,GH7,GH74,GH8,GH81,GH9		Low	Unspecified | β-glucan	https://doi.org/10.3390/foods11203177
LBP_glycan	LBP3b	β-glucosidase gene	β-glucosidase gene	GH1,GH116,GH131,GH16,GH175,GH2,GH3,GH30,GH39,GH5	10		EC:3.2.1.21	GH1,GH116,GH131,GH16,GH175,GH2,GH3,GH30,GH39,GH5		Low	Terminal / oligomer cleanup | β-D-Glc residues after endo-cleavage	https://doi.org/10.3390/foods11203177
