feature_class	module	feature	gene_symbol	ids	n_ids	ko_ids	ec_ids	cazy_ids	camper_ids	confidence	description	reference
LPS_biosynthesis	lipid A	lpxA	lpxA	K00677	1	K00677	EC:2.3.1.129				lpxA; UDP-N-acetylglucosamine acyltransferase | UDP-N-acetylglucosamine acyltransferase	https://www.kegg.jp/entry/K00677
LPS_biosynthesis	lipid A	lpxB	lpxB	K00748	1	K00748	EC:2.4.1.182				lpxB; lipid-A-disaccharide synthase | lipid-A-disaccharide synthase	https://www.kegg.jp/entry/K00748
LPS_biosynthesis	lipid A	lpxC	lpxC	K02535	1	K02535	EC:3.5.1.108				lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase | UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	https://www.kegg.jp/entry/K02535
LPS_biosynthesis	lipid A	lpxC-fabZ	lpxC-fabZ	K16363	1	K16363	EC:3.5.1.108,EC:4.2.1.59				lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase | UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	https://www.kegg.jp/entry/K16363
LPS_biosynthesis	lipid A	lpxD	lpxD	K02536	1	K02536	EC:2.3.1.191				lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase | UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	https://www.kegg.jp/entry/K02536
LPS_biosynthesis	lipid A	lpxE	lpxE	K12977	1	K12977	EC:3.1.3.-				lpxE; lipid A 1-phosphatase | lipid A 1-phosphatase	https://www.kegg.jp/entry/K12977
LPS_biosynthesis	lipid A	lpxF	lpxF	K12978	1	K12978	EC:3.1.3.-				lpxF; lipid A 4'-phosphatase | lipid A 4'-phosphatase	https://www.kegg.jp/entry/K12978
LPS_biosynthesis	lipid A	lpxF	lpxF	K23159	1	K23159	EC:3.1.3.-				lpxF; lipid A 4'-phosphatase | lipid A 4'-phosphatase	https://www.kegg.jp/entry/K23159
LPS_biosynthesis	lipid A	lpxH	lpxH	K03269	1	K03269	EC:3.6.1.54				lpxH; UDP-2,3-diacylglucosamine hydrolase | UDP-2,3-diacylglucosamine hydrolase	https://www.kegg.jp/entry/K03269
LPS_biosynthesis	lipid A	lpxI	lpxI	K09949	1	K09949	EC:3.6.1.54				lpxI; UDP-2,3-diacylglucosamine hydrolase | UDP-2,3-diacylglucosamine hydrolase	https://www.kegg.jp/entry/K09949
LPS_biosynthesis	lipid A	lpxJ	lpxJ	K09778	1	K09778	EC:2.3.1.-				lpxJ; Kdo2-lipid IVA 3' secondary acyltransferase | Kdo2-lipid IVA 3' secondary acyltransferase	https://www.kegg.jp/entry/K09778
LPS_biosynthesis	lipid A	lpxK	lpxK	K00912	1	K00912	EC:2.7.1.130				lpxK; tetraacyldisaccharide 4'-kinase | tetraacyldisaccharide 4'-kinase	https://www.kegg.jp/entry/K00912
LPS_biosynthesis	lipid A	lpxL	lpxL	K02517	1	K02517	EC:2.3.1.-,EC:2.3.1.241				lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase | Kdo2-lipid IVA lauroyltransferase/acyltransferase	https://www.kegg.jp/entry/K02517
LPS_biosynthesis	lipid A	lpxM	lpxM	K02560	1	K02560	EC:2.3.1.243				lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase | lauroyl-Kdo2-lipid IVA myristoyltransferase	https://www.kegg.jp/entry/K02560
LPS_biosynthesis	lipid A	lpxO	lpxO	K12979	1	K12979	EC:1.14.11.-				lpxO; beta-hydroxylase | beta-hydroxylase	https://www.kegg.jp/entry/K12979
LPS_biosynthesis	lipid A	lpxP	lpxP	K12974	1	K12974	EC:2.3.1.242				lpxP; KDO2-lipid IV(A) palmitoleoyltransferase | KDO2-lipid IV(A) palmitoleoyltransferase	https://www.kegg.jp/entry/K12974
LPS_biosynthesis	lipid A	lpxQ	lpxQ	K12980	1	K12980					lpxQ; lipid A oxidase | lipid A oxidase	https://www.kegg.jp/entry/K12980
LPS_biosynthesis	lipid A	lpxT	lpxT	K19803	1	K19803	EC:2.7.4.29				lpxT; Kdo2-lipid A phosphotransferase | Kdo2-lipid A phosphotransferase	https://www.kegg.jp/entry/K19803
LPS_biosynthesis	lipid A	lpxR	lpxR	K09953	1	K09953	EC:3.1.1.-				lpxR; lipid A 3-O-deacylase | lipid A 3-O-deacylase	https://www.kegg.jp/entry/K09953
LPS_biosynthesis	lipid A	kdtA	kdtA	K02527	1	K02527	EC:2.4.99.12,EC:2.4.99.13,EC:2.4.99.14,EC:2.4.99.15				kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase | 3-deoxy-D-manno-octulosonic-acid transferase	https://www.kegg.jp/entry/K02527
LPS_biosynthesis	lipid A	arnT	arnT	K07264	1	K07264	EC:2.4.2.43				arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase | 4-amino-4-deoxy-L-arabinose transferase	https://www.kegg.jp/entry/K07264
LPS_biosynthesis	lipid A	pagL	pagL	K12976	1	K12976	EC:3.1.1.-				pagL; lipid A 3-O-deacylase | lipid A 3-O-deacylase	https://www.kegg.jp/entry/K12976
LPS_biosynthesis	lipid A	pagP	pagP	K12973	1	K12973	EC:2.3.1.251				pagP, crcA; lipid IVA palmitoyltransferase | lipid IVA palmitoyltransferase	https://www.kegg.jp/entry/K12973
LPS_biosynthesis	lipid A	eptA	eptA	K03760	1	K03760	EC:2.7.8.43				eptA, pmrC; lipid A ethanolaminephosphotransferase | lipid A ethanolaminephosphotransferase	https://www.kegg.jp/entry/K03760
LPS_biosynthesis	lipid A	eptB	eptB	K12975	1	K12975	EC:2.7.8.42				eptB; KDO II ethanolaminephosphotransferase | KDO II ethanolaminephosphotransferase	https://www.kegg.jp/entry/K12975
LPS_biosynthesis	lipid A	kdoH1	kdoH1	K23082	1	K23082	EC:3.2.1.144				kdoH1; 3-deoxy-D-manno-octulosonic acid-hydrolase | 3-deoxy-D-manno-octulosonic acid-hydrolase	https://www.kegg.jp/entry/K23082
LPS_biosynthesis	lipid A	kdoH2	kdoH2	K23083	1	K23083					kdoH2; 3-deoxy-D-manno-octulosonic acid-hydrolase | 3-deoxy-D-manno-octulosonic acid-hydrolase	https://www.kegg.jp/entry/K23083
LPS_biosynthesis	lipid A	kdkA	kdkA	K11211	1	K11211	EC:2.7.1.166				kdkA; 3-deoxy-D-manno-octulosonic acid kinase | 3-deoxy-D-manno-octulosonic acid kinase	https://www.kegg.jp/entry/K11211
LPS_biosynthesis	lipid A	kdnA	kdnA	K19715	1	K19715	EC:2.6.1.109				kdnA; 8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase | 8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase	https://www.kegg.jp/entry/K19715
LPS_biosynthesis	lipid A	kdnB	kdnB	K19714	1	K19714	EC:1.1.3.48				kdnB; 3-deoxy-alpha-D-manno-octulosonate 8-oxidase | 3-deoxy-alpha-D-manno-octulosonate 8-oxidase	https://www.kegg.jp/entry/K19714
LPS_biosynthesis	lipid A	kdsA	kdsA	K01627	1	K01627	EC:2.5.1.55				kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) | 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	https://www.kegg.jp/entry/K01627
LPS_biosynthesis	lipid A	kdsB	kdsB	K00979	1	K00979	EC:2.7.7.38				kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) | 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	https://www.kegg.jp/entry/K00979
LPS_biosynthesis	lipid A	kdsC	kdsC	K03270	1	K03270	EC:3.1.3.45				kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) | 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase)	https://www.kegg.jp/entry/K03270
LPS_biosynthesis	lipid A	kdsD	kdsD	K06041	1	K06041	EC:5.3.1.13				kdsD, kpsF; arabinose-5-phosphate isomerase | arabinose-5-phosphate isomerase	https://www.kegg.jp/entry/K06041
LPS_biosynthesis	lipid A	rfaE1	rfaE1	K21344	1	K21344	EC:2.7.1.167				rfaE1; D-glycero-beta-D-manno-heptose-7-phosphate kinase | D-glycero-beta-D-manno-heptose-7-phosphate kinase	https://www.kegg.jp/entry/K21344
LPS_biosynthesis	lipid A	rfaE2	rfaE2	K21345	1	K21345	EC:2.7.7.70				rfaE2; D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase | D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	https://www.kegg.jp/entry/K21345
LPS_biosynthesis	lipid A	rgtD	rgtD	K24662	1	K24662	EC:2.4.1.-				rgtD; lipid A galacturonosyltransferase RgtD | lipid A galacturonosyltransferase RgtD	https://www.kegg.jp/entry/K24662
LPS_biosynthesis	core region	waaB	waaB	K02840	1	K02840	EC:2.4.1.-				waaB, rfaB; UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase | UDP-D-galactose:(glucosyl)LPS alpha-1,6-D-galactosyltransferase	https://www.kegg.jp/entry/K02840
LPS_biosynthesis	core region	waaC	waaC	K02841	1	K02841	EC:2.4.99.23				waaC, rfaC; lipopolysaccharide heptosyltransferase I | lipopolysaccharide heptosyltransferase I	https://www.kegg.jp/entry/K02841
LPS_biosynthesis	core region	waaD	waaD	K00713	1	K00713	EC:2.4.1.-				waaD; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase | UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	https://www.kegg.jp/entry/K00713
LPS_biosynthesis	core region	waaE	waaE	K12984	1	K12984	EC:2.4.1.-				waaE, kdtX; (heptosyl)LPS beta-1,4-glucosyltransferase | (heptosyl)LPS beta-1,4-glucosyltransferase	https://www.kegg.jp/entry/K12984
LPS_biosynthesis	core region	waaF	waaF	K02843	1	K02843	EC:2.4.99.24				waaF, rfaF; lipopolysaccharide heptosyltransferase II | lipopolysaccharide heptosyltransferase II	https://www.kegg.jp/entry/K02843
LPS_biosynthesis	core region	waaG	waaG	K02844	1	K02844	EC:2.4.1.-				waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase | UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	https://www.kegg.jp/entry/K02844
LPS_biosynthesis	core region	waaH	waaH	K19354	1	K19354	EC:2.4.1.-				waaH; heptose III glucuronosyltransferase | heptose III glucuronosyltransferase	https://www.kegg.jp/entry/K19354
LPS_biosynthesis	core region	waaH	waaH	K24623	1	K24623	EC:2.4.1.-				waaH; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase | UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	https://www.kegg.jp/entry/K24623
LPS_biosynthesis	core region	waaI	waaI	K03278	1	K03278	EC:2.4.1.44				waaI, rfaI; UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase | UDP-D-galactose:(glucosyl)LPS alpha-1,3-D-galactosyltransferase	https://www.kegg.jp/entry/K03278
LPS_biosynthesis	core region	waaJ	waaJ	K03279	1	K03279	EC:2.4.1.58				waaJ, rfaJ; UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase | UDP-glucose:(galactosyl)LPS alpha-1,2-glucosyltransferase	https://www.kegg.jp/entry/K03279
LPS_biosynthesis	core region	waaK	waaK	K03280	1	K03280	EC:2.4.1.56				waaK, rfaK; UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase | UDP-N-acetylglucosamine:(glucosyl)LPS alpha-1,2-N-acetylglucosaminyltransferase	https://www.kegg.jp/entry/K03280
LPS_biosynthesis	core region	waaL	waaL	K02847	1	K02847	EC:2.4.99.26				waaL, rfaL; O-antigen ligase | O-antigen ligase	https://www.kegg.jp/entry/K02847
LPS_biosynthesis	core region	waaO	waaO	K03275	1	K03275	EC:2.4.1.-				waaO, rfaI; UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase | UDP-glucose:(glucosyl)LPS alpha-1,3-glucosyltransferase	https://www.kegg.jp/entry/K03275
LPS_biosynthesis	core region	waaP	waaP	K02848	1	K02848	EC:2.7.1.235				waaP, rfaP; lipopolysaccharide core heptose(I) kinase | lipopolysaccharide core heptose(I) kinase	https://www.kegg.jp/entry/K02848
LPS_biosynthesis	core region	waaQ	waaQ	K02849	1	K02849	EC:2.4.99.25				waaQ, rfaQ; lipopolysaccharide heptosyltransferase III | lipopolysaccharide heptosyltransferase III	https://www.kegg.jp/entry/K02849
LPS_biosynthesis	core region	waaR	waaR	K03276	1	K03276	EC:2.4.1.-				waaR, waaT, rfaJ; UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase | UDP-glucose/galactose:(glucosyl)LPS alpha-1,2-glucosyl/galactosyltransferase	https://www.kegg.jp/entry/K03276
LPS_biosynthesis	core region	waaS	waaS	K12986	1	K12986	EC:2.4.1.-				waaS, rfaS; 1,5-rhamnosyltransferase | 1,5-rhamnosyltransferase	https://www.kegg.jp/entry/K12986
