feature_class	module	feature	gene_symbol	ids	n_ids	ko_ids	ec_ids	cazy_ids	camper_ids	confidence	description	reference
Polyphenol	Luteolin-7-O-Glucoside	FLR; Flavone/flavonol reductase	FLR; Flavone/flavonol reductase	K26176,D00009	2	K26176			D00009	Medium	Flavonoids | Flavones; glycoside/derivative | flavones => flavanones	Ozkan et al. 2018
Polyphenol	Luteolin-7-O-Glucoside	sam5;flavonoid hydroxylase	sam5;flavonoid hydroxylase	D00039	1				D00039	Medium	Flavonoids | Flavones; glycoside/derivative | flavones => hydroxyflavones, luteolin => hypolaetin	Ozkan et al. 2018
Polyphenol	Kaempferol-3-O-Rutinoside	FCR; Flavanone/flavanonol-cleaving reductase	FCR; Flavanone/flavanonol-cleaving reductase	K26178,D00001	2	K26178			D00001	Medium	Flavonoids | Flavonols; glycoside/derivative | flavanonols => hydroxydihydrochalcones	Ozkan et al. 2018
Polyphenol	Kaempferol-3-O-Rutinoside	CHI; Chalcone isomerase	CHI; Chalcone isomerase	K26177,EC:5.5.1.6,D00003	3	K26177	EC:5.5.1.6		D00003	Medium	Flavonoids | Flavonols; glycoside/derivative | flavanonols => auronols	Ozkan et al. 2018
Polyphenol	Kaempferol-3-O-Rutinoside	PHY; Phloretin hydrolase [EC:3.7.1.4]	PHY; Phloretin hydrolase [EC:3.7.1.4]	K22906,EC:3.7.1.4,D00006	3	K22906	EC:3.7.1.4		D00006	Medium	Flavonoids | Flavonols; glycoside/derivative | hydroxydihydrochalcones => phloroglucinol + caffeic acid	Ozkan et al. 2018
Polyphenol	Kaempferol-3-O-Rutinoside	FLR; Flavone/flavonol reductase	FLR; Flavone/flavonol reductase	K26176,D00009	2	K26176			D00009	Medium	Flavonoids | Flavonols; glycoside/derivative | flavonols => flavanonols	Ozkan et al. 2018
Polyphenol	Cyanidin Chloride	Flavonoids | Anthocyanidins/anthocyanins			0					Low	Flavonoids | Anthocyanidins/anthocyanins	Ozkan et al. 2018
Polyphenol	Cyanidin-3-O-Glucoside	Flavonoids | Anthocyanins; glycoside			0					Low	Flavonoids | Anthocyanins; glycoside	Ozkan et al. 2018
Polyphenol	Pelargonidin-3-O-Glucoside	Flavonoids | Anthocyanins; glycoside			0					Low	Flavonoids | Anthocyanins; glycoside	Ozkan et al. 2018
Polyphenol	Sinapinic acid	Phenolic_acids | Hydroxycinnamic_acids; 			0					Low	Phenolic_acids | Hydroxycinnamic_acids; methoxylated derivative	Mocan et al. 2019
Polyphenol	Carvacrol	Other phenolic compounds | Monoterpenoid			0					Low	Other phenolic compounds | Monoterpenoid phenol; outside core polyphenol ontology	Mocan et al. 2019
Polyphenol	1,3-cynarin	ChlE;chlorogenic acid esterase	ChlE;chlorogenic acid esterase	EC:3.1.1.42,D00034	2		EC:3.1.1.42		D00034	Medium	Phenolic_acids | Hydroxycinnamic_acids; dicaffeoylquinic acid ester | chlorogenate => caffeic acid + quinate	Ozkan et al. 2018
Polyphenol	Pelargonin Chloride	Flavonoids | Anthocyanins; pelargonidin 			0					Low	Flavonoids | Anthocyanins; pelargonidin 3,5-diglucoside chloride	Ozkan et al. 2018
Polyphenol	Pelargonidin Chloride	Flavonoids | Anthocyanidins/anthocyanins			0					Low	Flavonoids | Anthocyanidins/anthocyanins	Ozkan et al. 2018
